Geo Point;Geo Shape;BikeRace;City;BikePos;NumUnits;CrashHour;Locality;BikeSex;DrvrVehTyp;NumBikesNo;BikeAlcDrg;NumBikesBI;RteInvdCd;DrvrRace;Workzone;NumBikesCi;BikeAgeGrp;CrashType;RdDefects;CrashAlcoh;BikeAlcoho;RdConditio;DstncMiFrm;RuralUrban;HitRun;CrashDate;NumBikesUI;CrashTime;DrvrSex;DrvrAlcoho;Developmen;CrashSevr;AmbulanceR;DrvrInjury;OBJECTID;CrashMonth;NumBikesKi;RdCharacte;Region;BikeDir;TraffCntrl;CrashDay;CrashLoc;BikeAge;NumBikesTo;RdConfig;NumLanes;NumBikesAI;DrvrAlcDrg;OnRoad;RdSurface;Towrd_Rd;RdFeature;CrashGrp;RdClass;BikeInjury;County;DrvrAge;Weather;FrmRd;DrvrEstSpd;SpeedLimit;CrashYear;LightCond;DrvrAgeGrp
36.0325471211, -78.9843027275;"{""type"": ""Point"", ""coordinates"": [-78.98430272751384, 36.03254712112922]}";White;Durham;Travel Lane;2;15;Urban (>70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;11-15;Head-On - Bicyclist;None;No;No;Dry;0;Urban;No;29OCT2012;0;15:18;Male;No;Residential;C: Possible Injury;Yes;O: No Injury;2574;October;0;Straight - Level;Piedmont;Facing Traffic;Stop Sign;Monday;Intersection;13;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Head-On;Local Street;C: Possible Injury;Durham;70+;Cloudy;#NULL!;31-35 mph;30 - 35  MPH;2012;Daylight;70+
35.9968071162, -78.9143027037;"{""type"": ""Point"", ""coordinates"": [-78.91430270367454, 35.996807116212906]}";White;Durham;Travel Lane;2;7;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;18OCT2012;0;7:30;Female;No;Residential;C: Possible Injury;No;O: No Injury;2576;October;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Thursday;Intersection;27;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Durham;26;Cloudy;#NULL!;0-5 mph;30 - 35  MPH;2012;Daylight;25-29
35.8830671572, -77.0256021228;"{""type"": ""Point"", ""coordinates"": [-77.02560212276954, 35.88306715722736]}";Black;None - Rural Crash;Travel Lane;2;17;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;No;16OCT2012;0;17:27;Male;No;Farms, Woods, Pastures;K: Killed;Yes;O: No Injury;2577;October;0;Straight - Level;Coastal;With Traffic;No Control Present;Tuesday;Non-Intersection;40;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;US Route;K: Killed;Bertie;28;Clear;#NULL!;61-65 mph;50 - 55  MPH;2012;Daylight;25-29
35.78050708, -78.6223026034;"{""type"": ""Point"", ""coordinates"": [-78.62230260344614, 35.780507080022325]}";Black;Raleigh;Travel Lane;2;6;Mixed (30% To 70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Signalized Intersection - Other / Unknown;None;No;No;Wet;0;Urban;No;29OCT2012;0;6:43;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2580;October;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Monday;Intersection;54;0;One-Way, Not Divided;3 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Crossing Paths - Other Circumstances;Local Street;C: Possible Injury;Wake;62;Rain;#NULL!;11-15 mph;30 - 35  MPH;2012;Dark - Lighted Roadway;60-69
36.0664070986, -79.8055029776;"{""type"": ""Point"", ""coordinates"": [-79.80550297756947, 36.06640709857773]}";White;Greensboro;Travel Lane;2;12;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Bicyclist Turning Error - Right Turn;None;No;No;Dry;0;Urban;No;25OCT2012;0;12:20;Female;No;Institutional;O: No Injury;No;O: No Injury;2585;October;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Thursday;Intersection;26;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Loss of Control / Turning Error;Local Street;O: No Injury;Guilford;21;Clear;#NULL!;0-5 mph;20 - 25  MPH;2012;Daylight;20-24
35.0463169138, -78.8654026387;"{""type"": ""Point"", ""coordinates"": [-78.86540263872577, 35.046316913765175]}";White;Fayetteville;Travel Lane;2;16;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;No;24OCT2012;0;16:18;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2587;October;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Wednesday;Non-Intersection;56;0;Two-Way, Not Divided;6 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Midblock;Local Street;C: Possible Injury;Cumberland;28;Clear;#NULL!;0-5 mph;30 - 35  MPH;2012;Daylight;25-29
36.0652870985, -79.8128029788;"{""type"": ""Point"", ""coordinates"": [-79.81280297878492, 36.06528709845285]}";White;Greensboro;Bike Lane / Paved Shoulder;2;10;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;18OCT2012;0;10:33;Female;No;Institutional;C: Possible Injury;No;O: No Injury;2590;October;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Thursday;Intersection;21;0;Two-Way, Divided, Positive Median Barrier;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;C: Possible Injury;Guilford;19;Clear;#NULL!;21-25 mph;20 - 25  MPH;2012;Daylight;0-19
34.8162769102, -77.4584022022;"{""type"": ""Point"", ""coordinates"": [-77.45840220222023, 34.816276910157974]}";White;None - Rural Crash;Travel Lane;2;18;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;50-59;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;No;01NOV2012;0;18:04;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;2592;November;0;Straight - Level;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Thursday;Non-Intersection;50;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Onslow;30;Clear;#NULL!;26-30 mph;30 - 35  MPH;2012;Daylight;30-39
34.8097768932, -77.9433023492;"{""type"": ""Point"", ""coordinates"": [-77.94330234921327, 34.809776893164276]}";Black;None - Rural Crash;Travel Lane;2;19;Rural (<30% Developed);Male;Unknown;0;#NULL!;0;0;White;No;0;60-69;Motorist Overtaking - Undetected Bicyclist;None;Yes;Yes;Wet;0;Rural;Yes;09OCT2012;0;19:02;Male;Yes;Farms, Woods, Pastures;K: Killed;Yes;O: No Injury;2594;October;0;Straight - Level;Coastal;With Traffic;No Control Present;Tuesday;Non-Intersection;61;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;NC Route;K: Killed;Duplin;35;Rain;#NULL!;51-55 mph;50 - 55  MPH;2012;Dawn;30-39
36.1315671124, -79.7965029784;"{""type"": ""Point"", ""coordinates"": [-79.7965029784305, 36.13156711239631]}";White;Greensboro;Sidewalk / Crosswalk / Driveway Crossing;2;20;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;40-49;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;Yes;02JUN2012;0;20:09;Unknown;No;Commercial;B: Evident Injury;Yes;Unknown Injury;2596;June;0;Straight - Hillcrest;Piedmont;Facing Traffic;No Control Present;Saturday;Non-Intersection;46;0;Unknown;Unknown;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Driveway, Public;Motorist Failed to Yield - Midblock;Public Vehicular Area;B: Evident Injury;Guilford;Unknown;Clear;#NULL!;6-10 mph;5 - 15 MPH;2012;Daylight;Unknown
35.7855170805, -78.6607026157;"{""type"": ""Point"", ""coordinates"": [-78.66070261573776, 35.785517080481746]}";White;Raleigh;Bike Lane / Paved Shoulder;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive In / Out - Parking;None;No;No;Dry;0;Urban;No;02NOV2012;0;15:10;Male;No;Commercial;O: No Injury;Yes;O: No Injury;2602;November;0;Straight - Level;Piedmont;With Traffic;No Control Present;Friday;Intersection-Related;25;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Parking / Bus-Related;Local Street;O: No Injury;Wake;39;Clear;#NULL!;16-20 mph;20 - 25  MPH;2012;Daylight;30-39
35.6139970897, -77.3142021979;"{""type"": ""Point"", ""coordinates"": [-77.31420219794826, 35.61399708971087]}";Black;None - Rural Crash;Travel Lane;2;19;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Overtaking - Undetected Bicyclist;None;No;No;Dry;0;Rural;No;08NOV2012;0;19:46;Male;No;Farms, Woods, Pastures;C: Possible Injury;Yes;O: No Injury;2609;November;0;Straight - Level;Coastal;With Traffic;No Control Present;Thursday;Non-Intersection;23;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;C: Possible Injury;Pitt;43;Clear;#NULL!;41-45 mph;50 - 55  MPH;2012;Dark - Roadway Not Lighted;40-49
35.3835068826, -81.7356035163;"{""type"": ""Point"", ""coordinates"": [-81.73560351631365, 35.38350688261847]}";White;None - Rural Crash;Travel Lane;2;18;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;Unknown/Missing;No;0;16-19;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;Yes;09NOV2012;0;18:10;Unknown;Missing;Farms, Woods, Pastures;B: Evident Injury;Yes;Unknown Injury;2611;November;0;Straight - Level;Mountains;With Traffic;Double Yellow Line, No Passing Zone;Friday;Non-Intersection;16;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Rutherford;Unknown;Clear;#NULL!;6-10 mph;50 - 55  MPH;2012;Dark - Roadway Not Lighted;Unknown
35.9499570633, -80.0886030558;"{""type"": ""Point"", ""coordinates"": [-80.08860305582375, 35.94995706334895]}";White;None - Rural Crash;Travel Lane;2;14;Rural (<30% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;40-49;Motorist Left Turn - Opposite Direction;None;No;No;Dry;0;Rural;No;11NOV2012;0;14:30;Female;No;Residential;A: Disabling Injury;Yes;O: No Injury;2613;November;0;Curve - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Sunday;Intersection;45;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Left Turn / Merge;State Secondary Route;A: Disabling Injury;Davidson;70+;Clear;#NULL!;41-45 mph;40 - 45  MPH;2012;Daylight;70+
35.9320571416, -77.8065023642;"{""type"": ""Point"", ""coordinates"": [-77.80650236418607, 35.93205714164677]}";Black;Rocky Mount;Travel Lane;3;9;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;50-59;Motorist Lost Control - Other / Unknown;None;No;No;Dry;0;Urban;No;18OCT2012;0;9:59;Male;No;Residential;B: Evident Injury;Yes;C: Possible Injury;2616;October;0;Straight - Level;Coastal;With Traffic;Stop Sign;Thursday;Non-Intersection;51;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Loss of Control / Turning Error;Local Street;B: Evident Injury;Nash;70+;Clear;#NULL!;6-10 mph;20 - 25  MPH;2012;Daylight;70+
35.8535070884, -78.82880267;"{""type"": ""Point"", ""coordinates"": [-78.82880266996786, 35.85350708837578]}";White;Morrisville;Sidewalk / Crosswalk / Driveway Crossing;2;16;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;40-49;Motorist Right Turn - Opposite Direction;None;No;No;Dry;0;Urban;No;08NOV2012;0;16:34;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2617;November;0;Straight - Grade;Piedmont;Facing Traffic;Stop And Go Signal;Thursday;Intersection;44;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Motorist Right Turn / Merge;Local Street;B: Evident Injury;Wake;27;Clear;#NULL!;11-15 mph;30 - 35  MPH;2012;Dusk;25-29
35.5090570315, -78.3406025043;"{""type"": ""Point"", ""coordinates"": [-78.34060250430483, 35.509057031460806]}";Black;Smithfield;Non-Roadway;2;13;Urban (>70% Developed);Male;Sport Utility;0;#NULL!;0;0;Black;No;0;16-19;Non-Roadway;None;No;No;Dry;0;Urban;No;01NOV2012;0;13:41;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2629;November;0;Straight - Level;Coastal;Not Applicable;No Control Present;Thursday;Non-Roadway;19;0;Two-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Non-Roadway;US Route;B: Evident Injury;Johnston;49;Clear;#NULL!;6-10 mph;20 - 25  MPH;2012;Daylight;40-49
36.0734971025, -79.7482029597;"{""type"": ""Point"", ""coordinates"": [-79.74820295966767, 36.07349710250151]}";Black;Greensboro;Travel Lane;2;17;Urban (>70% Developed);Male;Van;0;#NULL!;0;0;Black;No;0;6-10;Bicyclist Ride Through - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;30MAY2012;0;17:26;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;2631;May;0;Straight - Bottom;Piedmont;With Traffic;Stop Sign;Wednesday;Intersection-Related;7;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Bicyclist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;Guilford;38;Clear;#NULL!;31-35 mph;30 - 35  MPH;2012;Daylight;30-39
34.7108968923, -77.2978021483;"{""type"": ""Point"", ""coordinates"": [-77.2978021483081, 34.71089689227781]}";White;None - Rural Crash;Bike Lane / Paved Shoulder;2;17;Rural (<30% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;30-39;Motorist Lost Control - Other / Unknown;None;No;No;Dry;0;Rural;No;16NOV2012;0;17:30;Male;No;Farms, Woods, Pastures;C: Possible Injury;No;O: No Injury;2632;November;0;Straight - Level;Coastal;With Traffic;No Control Present;Friday;Intersection-Related;36;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Loss of Control / Turning Error;NC Route;C: Possible Injury;Onslow;33;Clear;#NULL!;41-45 mph;50 - 55  MPH;2012;Dark - Roadway Not Lighted;30-39
35.7934570952, -78.2903025039;"{""type"": ""Point"", ""coordinates"": [-78.29030250389853, 35.79345709516023]}";Black;None - Rural Crash;Travel Lane;2;11;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;Unknown/Missing;No;0;20-24;Motorist Turning Error - Left Turn;None;No;No;Dry;0;Rural;Yes;08NOV2012;0;11:38;Unknown;No;Residential;C: Possible Injury;No;Unknown Injury;2634;November;0;Straight - Level;Coastal;With Traffic;Stop Sign;Thursday;Non-Intersection;20;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;T-Intersection;Loss of Control / Turning Error;State Secondary Route;C: Possible Injury;Johnston;Unknown;Clear;#NULL!;16-20 mph;5 - 15 MPH;2012;Dark - Roadway Not Lighted;Unknown
34.9360968257, -80.6736031762;"{""type"": ""Point"", ""coordinates"": [-80.67360317619433, 34.93609682568076]}";Black;Mineral Springs;Travel Lane;2;11;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Head-On - Bicyclist;None;No;No;Dry;0;Rural;No;22NOV2012;0;11:45;Female;No;Farms, Woods, Pastures;B: Evident Injury;Yes;O: No Injury;2651;November;0;Straight - Grade;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Thursday;Non-Intersection;52;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Head-On;NC Route;B: Evident Injury;Union;27;Clear;#NULL!;41-45 mph;40 - 45  MPH;2012;Daylight;25-29
36.0243970905, -79.7917029706;"{""type"": ""Point"", ""coordinates"": [-79.79170297060844, 36.02439709051605]}";Black;Greensboro;Sidewalk / Crosswalk / Driveway Crossing;2;12;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;11-15;Bicyclist Ride Out - Parallel Path;None;No;No;Dry;0;Urban;No;05JUN2012;0;12:28;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;2654;June;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Tuesday;Non-Intersection;13;0;Two-Way, Divided, Positive Median Barrier;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Parallel Paths - Other Circumstances;Local Street;B: Evident Injury;Guilford;39;Cloudy;#NULL!;36-40 mph;30 - 35  MPH;2012;Daylight;30-39
36.063967098, -79.8178029808;"{""type"": ""Point"", ""coordinates"": [-79.81780298079936, 36.06396709802226]}";White;Greensboro;Sidewalk / Crosswalk / Driveway Crossing;2;17;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;No;27AUG2012;0;17:11;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2657;August;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Monday;Non-Intersection;20;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Driveway, Public;Motorist Failed to Yield - Midblock;Public Vehicular Area;C: Possible Injury;Guilford;35;Clear;#NULL!;0-5 mph;5 - 15 MPH;2012;Daylight;30-39
35.8561370961, -78.643602614;"{""type"": ""Point"", ""coordinates"": [-78.64360261404984, 35.85613709605717]}";White;Raleigh;Sidewalk / Crosswalk / Driveway Crossing;2;14;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;No;27NOV2012;0;14:35;Male;No;Commercial;O: No Injury;Yes;O: No Injury;2666;November;0;Straight - Grade;Piedmont;Facing Traffic;No Control Present;Tuesday;Non-Intersection;24;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Midblock;Local Street;O: No Injury;Wake;25;Cloudy;#NULL!;0-5 mph;30 - 35  MPH;2012;Daylight;25-29
36.3120372764, -76.2205018979;"{""type"": ""Point"", ""coordinates"": [-76.22050189787895, 36.31203727636391]}";White;Elizabeth City;Unknown;2;16;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;40-49;Crossing Paths - Intersection - Other / Unknown;None;No;No;Dry;0;Urban;No;05NOV2012;0;16:43;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2669;November;0;Straight - Level;Coastal;Unknown;Stop And Go Signal;Monday;Intersection-Related;47;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Related To Intersection;Crossing Paths - Other Circumstances;Local Street;B: Evident Injury;Pasquotank;70+;Clear;#NULL!;36-40 mph;40 - 45  MPH;2012;Daylight;70+
35.7792970951, -78.1812024703;"{""type"": ""Point"", ""coordinates"": [-78.18120247025563, 35.77929709514171]}";White;None - Rural Crash;Travel Lane;2;13;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;40-49;Bicyclist Right Turn - Same Direction;None;Yes;Yes;Dry;0;Rural;No;29NOV2012;0;13:07;Female;No;Farms, Woods, Pastures;K: Killed;Yes;O: No Injury;2679;November;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Thursday;Non-Intersection;41;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Right Turn / Merge;State Secondary Route;K: Killed;Nash;45;Clear;#NULL!;51-55 mph;50 - 55  MPH;2012;Daylight;40-49
34.2293767681, -77.8327022875;"{""type"": ""Point"", ""coordinates"": [-77.8327022874517, 34.229376768106874]}";White;Wilmington;Travel Lane;2;16;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;11NOV2012;0;16:16;Male;No;Residential;B: Evident Injury;No;O: No Injury;2690;November;0;Straight - Level;Coastal;Facing Traffic;Yield Sign;Sunday;Intersection;27;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;New Hanover;58;Clear;#NULL!;0-5 mph;20 - 25  MPH;2012;Daylight;50-59
35.6026270849, -77.3742022157;"{""type"": ""Point"", ""coordinates"": [-77.37420221574001, 35.60262708485636]}";Black;Greenville;Travel Lane;2;19;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;Black;No;0;50-59;Bicyclist Ride Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;03DEC2012;0;19:48;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;2694;December;0;Straight - Level;Coastal;With Traffic;Stop Sign;Monday;Intersection;50;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;Pitt;51;Clear;#NULL!;16-20 mph;20 - 25  MPH;2012;Dark - Lighted Roadway;50-59
34.6325768184, -79.001002659;"{""type"": ""Point"", ""coordinates"": [-79.0010026590275, 34.63257681842577]}";White;Lumberton;Travel Lane;3;18;Urban (>70% Developed);Female;Sport Utility;0;#NULL!;0;0;White;No;0;30-39;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;04DEC2012;0;18:03;Female;No;Commercial;K: Killed;Yes;O: No Injury;2697;December;0;Straight - Level;Coastal;Facing Traffic;Stop Sign;Tuesday;Intersection;33;0;Two-Way, Not Divided;6 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;T-Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;K: Killed;Robeson;60;Clear;#NULL!;11-15 mph;30 - 35  MPH;2012;Dark - Unknown Lighting;60-69
35.8358270934, -78.5818025949;"{""type"": ""Point"", ""coordinates"": [-78.58180259486389, 35.83582709336665]}";Hispanic;Raleigh;Unknown;2;16;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;20-24;Bicyclist Ride Out - Midblock - Unknown;None;No;No;Dry;0;Urban;No;07DEC2012;0;16:06;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2698;December;0;Straight - Grade;Piedmont;Unknown;No Control Present;Friday;Non-Intersection;22;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;C: Possible Injury;Wake;31;Clear;#NULL!;21-25 mph;40 - 45  MPH;2012;Daylight;30-39
35.8240470889, -78.6503026145;"{""type"": ""Point"", ""coordinates"": [-78.65030261454508, 35.824047088920935]}";White;Raleigh;Sidewalk / Crosswalk / Driveway Crossing;2;17;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;50-59;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;28NOV2012;0;17:38;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2699;November;0;Straight - Level;Piedmont;With Traffic;No Control Present;Wednesday;Non-Intersection;53;0;Two-Way, Not Divided;3 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;B: Evident Injury;Wake;33;Clear;#NULL!;6-10 mph;30 - 35  MPH;2012;Dusk;30-39
